SRNo,Sno,StateCD,DistrictCD,BlockCode,SubDistrictCD,VillageCode,LabType,LabName,districtnm,blockNameEng,Email,Mobile,MNTF,BTF,STF,Prsn_Soil,Prsn_Technical,Prsn_Supporting,An_Routine,An_Full,Sa_Routine,Sa_Full,Charges_Full_Actual,Charges_Full_Charged,Charges_Routine_Actual,Charges_Routine_Charged,Govt_Funding,Static_Mobile,Status,Town_Village_Name,SubDistName,statenm,address,lat,long
421,923,7,706,85,1,9935,Govt,Soil Testing Laboratory Kupwara,KUPWARA,KUPWARA                                           ,caokupwara@gmail.com,9797209970,No,No,No,0,1,2,1830,0,311,0,0,0,0,0,State Government Scheme,Static,DysFunctional,Kupwara ,Kupwara,JAMMU AND KASHMIR,KUPWARA Kupwara KUPWARA JAMMU AND KASHMIR,34.5261786,74.2546136
422,1885,7,707,97,10,11574,KVK,KVK Leh,LEH,LEH                                               ,kvkleh@yahoo.co.in,9419346290,No,No,No, , , ,500,500, , , , , , ,SAU,Static,Under Progress,Stakna,Leh,JAMMU AND KASHMIR,LEH Leh LEH JAMMU AND KASHMIR,34.1525864,77.5770535
423,1693,7,707,97,10,11574,KVK,"SWTL, KVK, Leh",LEH,LEH                                               ,kvkleh@yahoo.co.in,9419346290,No,No,No, , , ,500,0, , , , , , ,ICAR,Static,Under Progress,Stakna,Leh,JAMMU AND KASHMIR,LEH Leh LEH JAMMU AND KASHMIR,34.1525864,77.5770535
424,1302,7,702,109,51,10041,KVK,SOIL TESTING LAB,PULWAMA,PULWAMA                                           ,kvkpulwama@yahoo.co.in,9419016774,No,No,Yes,1,0,1,500,700,1200,1200,295,295,105,105,ICAR,Static,Complete,Pulwama ,Pulwama,JAMMU AND KASHMIR,PULWAMA Pulwama PULWAMA JAMMU AND KASHMIR,33.8716117,74.8945692
425,1039,7,713,104,16,9966,Govt, Mobile Soil Testing Laboratory Poonch,PUNCH,POONCH                                            ,caopoonch@gmail.com,9469161958,No,No,No,0,1,1,1500,0,702,0,275,0,130,0,"RKVY,MMA,State Government Scheme",Mobile,Complete,Punch ,Haveli,JAMMU AND KASHMIR,POONCH Haveli PUNCH JAMMU AND KASHMIR,33.795226,74.070433
426,1035,7,713,104,16,9966,Govt, Soil Testing Laboratory Poonch,PUNCH,POONCH                                            ,caopoonch@gmail.com,9469161958,No,No,No,0,1,1,3500,0,543,0,275,0,130,0,"RKVY,MMA,State Government Scheme",Static,Complete,Punch ,Haveli,JAMMU AND KASHMIR,POONCH Haveli PUNCH JAMMU AND KASHMIR,33.795226,74.070433
427,1027,7,714,117,22,9976,Govt, Soil Testing Laboratory Rajouri,RAJOURI,RAJOURI                                           ,bindroo.ramesh@gmail.com,9419211724,No,No,No,0,1,3,5000,0,4037,0,275,0,130,0,"RKVY,MMA,State Government Scheme",Static,Complete,Rajauri ,Rajauri,JAMMU AND KASHMIR,RAJOURI Rajauri RAJOURI JAMMU AND KASHMIR,33.3716143,74.315191
428,1301,7,714,117,22,82427,KVK,"KVK, Rajouri",RAJOURI,RAJOURI                                           ,kvkrajouri@gmail.com,9419155273,No,No,No,0,0,0,100,0,150,0,0,0,0,0,ICAR,Static,Complete,Talwal,Rajauri,JAMMU AND KASHMIR,RAJOURI Rajauri RAJOURI JAMMU AND KASHMIR,33.3716143,74.315191
429,1436,7,717,52,67,10088,Govt,soil testing laboratory Ramban,RAMBAN,RAMBAN                                            ,agrichemist56@gmail.com,9419301571,No,No,No,0,1,1,2500,0,1730,0,275,0,130,0,"RKVY,MMA,State Government Scheme",Static,Complete,Ramban ,Ramban,JAMMU AND KASHMIR,RAMBAN Ramban RAMBAN JAMMU AND KASHMIR,33.2427243,75.2391588
430,1041,7,718,133,77,10111,Govt, Soil Testing Laboratory  Reasi,REASI,REASI                                             ,dhar.vinod@rediffmail.com,9419187071,No,No,No,NA,NA,NA,3000,1000, , , , , , ,"RKVY,MMA,State Government Scheme",Static,Under Progress,Katra ,Reasi,JAMMU AND KASHMIR,REASI Reasi REASI JAMMU AND KASHMIR,33.0804393,74.8364724
431,2046,7,718,133,77,566194,Govt,STL REASI,REASI,REASI                                             ,dhar.vinod@rediffmail.com,9419187071,No,No,No,NA,NA,NA,2500,0, , , , , , ,State Government Scheme,Static,Under Progress,Panthal,Reasi,JAMMU AND KASHMIR,REASI Reasi REASI JAMMU AND KASHMIR,33.0804393,74.8364724
432,1928,7,703,122,44,10026,KVK,KVK Srinagar,SRINAGAR,SRINAGAR                                          ,kvksrinagar@hotmail.com,9419079152,No,No,No,NA,NA,NA,500,500, , , , , , ,ICAR,Static,Under Progress,Srinagar ,Srinagar (South),JAMMU AND KASHMIR,SRINAGAR Srinagar (South) SRINAGAR JAMMU AND KASHMIR,34.0836708,74.7972825
433,1929,7,703,122,44,10026,KVK,KVK Srinagar,SRINAGAR,SRINAGAR                                          ,kvksrinagar@hotmail.com,9419079152,No,No,No,NA,NA,NA,500,50, , , , , , ,ICAR,Static,Under Progress,Srinagar ,Srinagar (South),JAMMU AND KASHMIR,SRINAGAR Srinagar (South) SRINAGAR JAMMU AND KASHMIR,34.0836708,74.7972825
434,1930,7,703,122,44,10026,KVK,KVK Srinagar,SRINAGAR,SRINAGAR                                          ,kvksrinagar@hotmail.com,9419079152,No,No,No,NA,NA,NA,500,500, , , , , , ,ICAR,Static,Under Progress,Srinagar ,Srinagar (South),JAMMU AND KASHMIR,SRINAGAR Srinagar (South) SRINAGAR JAMMU AND KASHMIR,34.0836708,74.7972825
435,1931,7,703,122,44,10026,KVK,KVK Srinagar,SRINAGAR,SRINAGAR                                          ,kvksrinagar@hotmail.com,9419079152,No,No,No,NA,NA,NA,500,500, , , , , , ,ICAR,Static,Under Progress,Srinagar ,Srinagar (South),JAMMU AND KASHMIR,SRINAGAR Srinagar (South) SRINAGAR JAMMU AND KASHMIR,34.0836708,74.7972825
436,1932,7,703,122,44,10026,KVK,KVK Srinagar,SRINAGAR,SRINAGAR                                          ,kvksrinagar@hotmail.com,9419079152,No,No,No,NA,NA,NA,500,500, , , , , , ,ICAR,Static,Under Progress,Srinagar ,Srinagar (South),JAMMU AND KASHMIR,SRINAGAR Srinagar (South) SRINAGAR JAMMU AND KASHMIR,34.0836708,74.7972825
437,1933,7,703,122,44,10026,KVK,KVK Srinagar,SRINAGAR,SRINAGAR                                          ,kvksrinagar@hotmail.com,9419079152,No,No,No,NA,NA,NA,500,500, , , , , , ,ICAR,Static,Under Progress,Srinagar ,Srinagar (South),JAMMU AND KASHMIR,SRINAGAR Srinagar (South) SRINAGAR JAMMU AND KASHMIR,34.0836708,74.7972825
438,1934,7,703,122,44,10026,KVK,KVK Srinagar,SRINAGAR,SRINAGAR                                          ,kvksrinagar@hotmail.com,9419079152,No,No,No,NA,NA,NA,500,500, , , , , , ,ICAR,Static,Under Progress,Srinagar ,Srinagar (South),JAMMU AND KASHMIR,SRINAGAR Srinagar (South) SRINAGAR JAMMU AND KASHMIR,34.0836708,74.7972825
439,1935,7,703,122,44,10026,KVK,KVK Srinagar,SRINAGAR,SRINAGAR                                          ,kvksrinagar@hotmail.com,9419079152,No,No,No,1,0,1,500,500,156,156, , ,105,105,ICAR,Static,Complete,Srinagar ,Srinagar (South),JAMMU AND KASHMIR,SRINAGAR Srinagar (South) SRINAGAR JAMMU AND KASHMIR,34.0836708,74.7972825
440,1343,7,703,122,44,10026,KVK,SOIL LAB KVK SRINAGAR,SRINAGAR,SRINAGAR                                          ,kvksrinagar@hotmail.com,9419079152,No,No,No,0,0,0,500,1000, , , , , , ,ICAR,Static,Under Progress,Srinagar ,Srinagar (South),JAMMU AND KASHMIR,SRINAGAR Srinagar (South) SRINAGAR JAMMU AND KASHMIR,34.0836708,74.7972825
441,919,7,703,122,44,10026,Govt,Soil Testing Laboratory,SRINAGAR,SRINAGAR                                          ,agrichemistsgr@gmail.com,9469080023,No,No,No,1,3,1,3000,4000,3056,4000,0,0,0,0,State Government Scheme,Static,Complete,Srinagar ,Srinagar (South),JAMMU AND KASHMIR,SRINAGAR Srinagar (South) SRINAGAR JAMMU AND KASHMIR,34.0836708,74.7972825
442,922,7,703,122,44,10026,Govt,Soil Testing Laboratory,SRINAGAR,SRINAGAR                                          ,agrichemistsgr@gmail.com,9469080023,No,No,No,1,1,1,2000,2000,1000,2000,0,0,0,0,State Government Scheme,Mobile,Complete,Srinagar ,Srinagar (South),JAMMU AND KASHMIR,SRINAGAR Srinagar (South) SRINAGAR JAMMU AND KASHMIR,34.0836708,74.7972825
443,1010,7,709,134,72,10099,Govt, Soil Testing Laboratory  Udhampur,UDHAMPUR,UDHAMPUR                                          ,rsthelion@gmail.com,9086556669,No,No,No,0,1,2,6000,0,5359,0,275,0,130,0,"RKVY,MMA,State Government Scheme",Static,Complete,Udhampur ,Udhampur,JAMMU AND KASHMIR,UDHAMPUR Udhampur UDHAMPUR JAMMU AND KASHMIR,32.9159847,75.1416173
444,1015,7,709,134,72,10098,Govt,Mobile Soil Testing Laboratory Udhampur,UDHAMPUR,UDHAMPUR                                          ,rsthelion@gmail.com,9086556669,No,No,No,0,1,1,1500,0,689,0,275,0,130,0,"RKVY,MMA,State Government Scheme",Mobile,Complete,Udhampur ,Udhampur,JAMMU AND KASHMIR,UDHAMPUR Udhampur UDHAMPUR JAMMU AND KASHMIR,32.9159847,75.1416173
445,1852,24,2403,3082,2545,251900,KVK,KVK Soil Testing Lab,DEOGHAR,DEOGHAR                                           ,kvkdeoghar@gmail.com,9430320305,No,No,No,0,1,1,600,600,250,250,50, ,30,50,ICAR,Static,Complete,Ghorlas,Deoghar,JHARKHAND,DEOGHAR Deoghar DEOGHAR JHARKHAND,24.4763201,86.6913222
446,332,24,2404,3091,2586,312177,KVK,KVK Dhanbad,DHANBAD,BALIAPUR                                          ,kvkdhanbadbau.2012@gmail.com,8986670651,Yes,No,Yes,1,1,1,1000,1000,500,500,750,750,500,500,ICAR,Static,Complete,Baliapur ,Baliapur ,JHARKHAND,BALIAPUR Baliapur DHANBAD JHARKHAND,23.7215029,86.5274419
447,373,24,2405,3098,2673,3828,KVK,KVK DUMKA LAB,DUMKA,DUMKA                                             ,dumkakvk@gmail.com,9431130454,No,No,No,0,0,0,100,100,54,54,100,100,70,70,ICAR,Static,Complete,Dumka ,Dumka,JHARKHAND,DUMKA Dumka DUMKA JHARKHAND,24.2854664,87.2419299
448,1292,24,2405,3098,2673,3828,Govt,ST.L. DUMKA(State Govt.),DUMKA,DUMKA                                             ,aschdumka7@gmail.com,9431551331,Yes,No,Yes,1,2,1,5000,1000,1086,0,200,0,100,0,State Government Scheme,Static,Complete,Dumka ,Dumka,JHARKHAND,DUMKA Dumka DUMKA JHARKHAND,24.2854664,87.2419299
449,1289,24,2408,3139,2539,3657,Govt,S.T.L. GIRIDIH(State Govt ),GIRIDIH,GIRIDIH                                           ,aschgiridih5@gmail.com,8084711397,Yes,No,Yes,0,0,2,5000,1000,1252,0,200,0,100,0,State Government Scheme,Static,Complete,Giridih ,Giridih,JHARKHAND,GIRIDIH Giridih GIRIDIH JHARKHAND,24.19135,86.2996368
450,156,24,2409,3144,2561,565402,KVK,"GVT-KVK, Godda lab",GODDA,GODDA                                             ,kvkgodda@gmail.com,7631025662,Yes,Yes,Yes,0,1,1,2000,0,1665,0,0,0,500,5,NPMSF,Static,Complete,Belbathan,Godda,JHARKHAND,GODDA Godda GODDA JHARKHAND,24.8255215,87.2135177
451,1285,24,2410,3157,2712,3877,Govt,S.T.L. GUMLA (State Govt. ),GUMLA,GUMLA                                             ,aschgumla2@gmail.com,9431123397,Yes,No,Yes,1,2,1,5000,1000,759,0,200,0,100,0,State Government Scheme,Static,Complete,Gumla ,Gumla,JHARKHAND,GUMLA Gumla GUMLA JHARKHAND,23.0441295,84.5379455
452,176,24,2411,3176,2653,3803,KVK,"Holy Cross KVK, Hazaribag",HAZARIBAGH,SADAR                                             ,kvkhazaribag@gmail.com,9939690109,No,No,No,1,0,0,1000,0,700,0,125,30,125,30,ICAR,Static,Complete,Hazaribag ,Hazaribag,JHARKHAND,SADAR Hazaribag HAZARIBAGH JHARKHAND,23.9880436,85.3774914
453,1290,24,2411,3176,2653,3803,Govt,S.T.L. HAZARIBAGH (State Govt. ),HAZARIBAGH,SADAR                                             ,aschhzb6@gmail.com,9572859220,Yes,No,Yes,0,1,1,5000,1000,275,0,200,0,100,0,State Government Scheme,Static,Complete,Hazaribag ,Hazaribag,JHARKHAND,SADAR Hazaribag HAZARIBAGH JHARKHAND,23.9880436,85.3774914
454,420,24,2413,3182,2529,654099,KVK,Soil & water testing ,KODARMA,JAINAGAR                                          ,kvkkoderma@gmail.com,9471542551,No,No,No,0,1,1,0,0,0,0, , ,0,0,ICAR,Static,Complete,Santh,Jainagar,JHARKHAND,JAINAGAR Jainagar KODARMA JHARKHAND,24.3698877,85.6460561
455,1558,24,2414,3190,2639,3787,Govt,S.T.L. LATEHAR (State Govt. ),LATEHAR,LATEHAR                                           ,aschlatehar4@gmail.com,8969548247,Yes,No,Yes,1,2,1,5000,5000,303,0,200,0,100,0,State Government Scheme,Static,Complete,Latehar ,Latehar,JHARKHAND,LATEHAR Latehar LATEHAR JHARKHAND,23.7463215,84.5091102
456,1886,24,2416,3201,2576,3704,KVK,KVK- STL,PAKUR,MAHESHPUR                                         ,kvkpakur@gmail.com,943159458,Yes,Yes,Yes,1,0,0,4000,2000,673,0,1200,1500,400,500,NPMSF,Static,Complete,Pakaur ,Pakaur,JHARKHAND,MAHESHPUR Pakaur PAKUR JHARKHAND,24.4809986,87.759112
457,1942,24,2418,3223,2684,3844,Govt,S.T.L.RANCHI (State Govt. ),RANCHI,KANKE                                             ,aschranchl1@gmail.com,9334051118,Yes,Yes,Yes,1,1,1,5000,1000,1321,600,200,0,100,0,State Government Scheme,Static,Complete,Ranchi ,Kanke,JHARKHAND,KANKE Kanke RANCHI JHARKHAND,23.4345371,85.321376
458,405,24,2418,0,2684,3844,KVK,Soil testing Labarotary,RANCHI, ,kvk.divyayan@gmail.com,9431170006,No,No,Yes,1,0,1,1000,0,700,0,150,150,75,75,ICAR and host organization,Static,Complete,Ranchi ,Kanke,JHARKHAND,Kanke RANCHI JHARKHAND,23.4345371,85.321376
459,1293,24,2419,3243,2564,3689,Govt,S.T.L. SAHIBGANJ (State Govt. ),SAHIBGANJ,SAHIBGANJ                                         ,aschsbj8@gmail.com,8809069725,Yes,Yes,Yes,1,1,2,5000,1000,1017,0,200,0,100,0,State Government Scheme,Static,Complete,Sahibganj ,Sahibganj,JHARKHAND,SAHIBGANJ Sahibganj SAHIBGANJ JHARKHAND,25.2381216,87.6453592
460,1287,24,2422,3263,2731,3900,Govt,S.T.L. CHAKRADHPUR (State Govt. ),WEST SINGHBHUM,CHAKRADHARPUR                                     ,aschckp3@gmail.com,9122368245,Yes,No,Yes,0,0,1,5000,1000,755,0,200,0,100,0,State Government Scheme,Static,Complete,Chakardharpur ,Chakradharpur,JHARKHAND,CHAKRADHARPUR Chakradharpur WEST SINGHBHUM JHARKHAND,22.6765454,85.6254997
461,71,8,822,5754,5447,598844,KVK,Soil and Water testing,BAGALKOT,BAGALKOT                                          ,kvkbgk@rediffmail.com,9845164642,No,No,No,0,1,0,1000,0,800,0,250,250,250,250,State Government Scheme,Static,Complete,Kantahi Chak,Itkhori,KARNATAKA,BAGALKOT Itkhori BAGALKOT KARNATAKA,,
462,1802,8,822,5754,5443,8316,Govt,"Soil Health centre,Bagalakote",BAGALKOT,BAGALKOT                                          , ,7259004123,No,No,No,1,0,6,8000,8000,5700,4760,280,8,225,3,State Government Scheme,Static,Complete,Jamkhandi ,Jamkhandi,KARNATAKA,BAGALKOT Jamkhandi BAGALKOT KARNATAKA,16.5043199,75.2917512
463,328,8,821,5765,5602,148839,KVK,"SOIL, WATER AND PLANT ANALYSIS LAB",BANGALORE RURAL,DODBALLAPUR                                       ,kvkbrd@gmail.com,9449866928,No,No,Yes,1,1,0,800,0,600,0,0,0,89.5,90,ICAR,Static,Complete,Hadonahalli,Dod Ballapur ,KARNATAKA,DODBALLAPUR Dod Ballapur BANGALORE RURAL KARNATAKA,13.2957137,77.5363908
464,453,8,802,5775,5436,629674,KVK,SOIL AND WATER TESTING LABORATORY,BELGAUM,GOKAK                                             ,pcbelgaum@gmail.com,9742218307,No,No,No,0,1,0,500,0,468,0,0,0,50,200,One time grant for laboratory establishment from ICAR KVK fund,Static,Complete,Tukkanatti,Gokak,KARNATAKA,GOKAK Gokak BELGAUM KARNATAKA,16.1591849,74.8156199
465,1791,8,802,5775,5436,8295,Govt,"Soil Health centre,Belgaum",BELGAUM,GOKAK                                             , ,7259004337,Yes,Yes,Yes,0,0,5,10000,10000,11310,9640,280,8,225,3,State Government Scheme,Static,Complete,Gokak ,Gokak,KARNATAKA,GOKAK Gokak BELGAUM KARNATAKA,16.1591849,74.8156199
466,289,8,802,5775,5436,629703,Govt,SOIL SCIENCE AND AGRICULTURAL CHEMISTRY,BELGAUM,GOKAK                                             ,rlrreddy@gmail.com,9198444971,Yes,No,Yes,0,0,0,0,0, , , , , , ,State Government Scheme,Static,Under Progress,Arabhavi,Gokak,KARNATAKA,GOKAK Gokak BELGAUM KARNATAKA,16.1591849,74.8156199
467,1801,8,803,5781,5500,8460,Govt,"Soil Health centre,Bellary",BELLARY,BELLARY                                           , ,7259004580,Yes,Yes,Yes,1,0,6,10500,10500,4623,3824,280,8,225,3,State Government Scheme,Static,Complete,Bellary ,Bellary ,KARNATAKA,BELLARY Bellary BELLARY KARNATAKA,15.1393932,76.9214428
468,1376,8,804,5791,5457,306653,KVK,Soil & Water Testing Laboratory,BIDAR,BIDAR                                             ,kvkbidar2013@gmail.com,9480696318,No,No,No,1,1,0,850,0,800,0, , ,200,200,ICAR,Static,Complete,Janwada,Bidar ,KARNATAKA,BIDAR Bidar BIDAR KARNATAKA,17.9148799,77.5046101
469,1794,8,804,5791,5455,8347,Govt,"Soil Health centre,Bidar",BIDAR,BIDAR                                             , ,7259004650,Yes,Yes,Yes,0,0,5,8000,8000,7443,5262,280,8,225,3,State Government Scheme,Static,Complete,Bhalki ,Bhalki ,KARNATAKA,BIDAR Bhalki BIDAR KARNATAKA,18.0503666,77.2183652
470,1811,8,805,5794,5449,8333,Govt,"Soil Health centre,Bijapur",BIJAPUR,BIJAPUR                                           , ,7259004743,Yes,Yes,Yes,0,0,2,4500,4500,450,450,280,8,225,3,State Government Scheme,Static,Complete,Bijapur ,Bijapur,KARNATAKA,BIJAPUR Bijapur BIJAPUR KARNATAKA,16.8301708,75.710031
471,219,8,805,5794,5449,8333,KVK,Soil Testing Lab,BIJAPUR,BIJAPUR                                           ,kvkbijapur@gmail.com,9448495346,No,No,No,0,1,0,1000,0,415,0,200,0,200,0,"State Government Scheme,ICAR",Static,Complete,Bijapur ,Bijapur,KARNATAKA,BIJAPUR Bijapur BIJAPUR KARNATAKA,16.8301708,75.710031
472,1805,8,823,5798,5577,8646,Govt,"Soil Health centre,Chamarajanagar",CHAMARAJANAGAR,CHAMARAJANAGAR                                    , ,7259004791,Yes,Yes,Yes, , , ,4000,4000, , , , , , ,State Government Scheme,Static,Under Progress,Chamarajanagar ,Chamarajanagar ,KARNATAKA,CHAMARAJANAGAR Chamarajanagar CHAMARAJANAGAR KARNATAKA,11.9261471,76.9437312
473,1806,8,823,5798,5577,8646,Govt,"Soil Health centre,chamarajanagara",CHAMARAJANAGAR,CHAMARAJANAGAR                                    , ,7259004791,Yes,Yes,Yes, , , ,4000,4000, , , , , , ,State Government Scheme,Static,Under Progress,Chamarajanagar ,Chamarajanagar ,KARNATAKA,CHAMARAJANAGAR Chamarajanagar CHAMARAJANAGAR KARNATAKA,11.9261471,76.9437312
474,553,8,823,5798,5577,506602,KVK,"SWTL, KVK, Chamarajanagar",CHAMARAJANAGAR,CHAMARAJANAGAR                                    ,kvk_chn@rediffmail.com,9449866933,No,No,No,1,1,1,750,0,600,0,0,0,45,30,ICAR,Static,Complete,Haradanahalli,Chamarajanagar ,KARNATAKA,CHAMARAJANAGAR Chamarajanagar CHAMARAJANAGAR KARNATAKA,11.9261471,76.9437312
475,1809,8,828,7750,5600,190847,Govt,"Soil Health centre,Chikkaballapur",CHIKKABALLAPUR,Chikkaballapura, ,7259004828,Yes,Yes,Yes, , , ,4000,4000, , , , , , ,State Government Scheme,Static,Under Progress,Kagathi,Chintamani ,KARNATAKA,Chikkaballapura Chintamani CHIKKABALLAPUR KARNATAKA,13.4019689,78.0551384
476,433,8,828,7748,5600,190901,KVK,"Soil,water and plant testing laboratory, KVK, Chintamani",CHIKKABALLAPUR,Chintamani,kvkcbpura@gmail.com,9449866930,No,No,Yes,1,1,0,3500,2500,2000,0,0,0,44.13,30,"INDIAN COUNCIL OF AGRICULTURAL RESEARCH, NEW DELHI",Static,Complete,Kuruburu,Chintamani ,KARNATAKA,Chintamani Chintamani CHIKKABALLAPUR KARNATAKA,13.4019689,78.0551384
477,1795,8,806,5802,5530,8533,Govt,"Soil Health centre,Chikkamagalore",CHIKMAGALUR,CHICKMAGALUR                                      , ,7259004869,Yes,Yes,Yes,1,0,2,7500,7500,4414,3990,280,8,225,3,State Government Scheme,Static,Complete,Chikmagalur ,Chikmagalur ,KARNATAKA,CHICKMAGALUR Chikmagalur CHIKMAGALUR KARNATAKA,13.315258,75.7754018
478,1437,8,807,5811,5508,104686,KVK,"Soil & Water testing lab,KVK, Chitradurga",CHITRADURGA,HIRIYUR                                           ,kvkchitradurga@gmail.com,9480838201,No,No,Yes,1,1,0,1000,1000,1753,1753,90,30,90,30,ICAR,Static,Complete,Babbur,Hiriyur ,KARNATAKA,HIRIYUR Hiriyur CHITRADURGA KARNATAKA,13.9438209,76.6160733
479,1808,8,807,5810,5505,8472,Govt,"Soil Health centre,Chitradurga",CHITRADURGA,CHITRADURGA                                       , ,7259004933,Yes,Yes,Yes,1,0,1,4000,4000,617,617,280,8,225,3,State Government Scheme,Static,Complete,Chitradurga ,Chitradurga ,KARNATAKA,CHITRADURGA Chitradurga CHITRADURGA KARNATAKA,14.2305594,76.3984537
480,1796,8,808,5817,5561,8606,Govt,"Soil Health centre,Mangalore",DAKSHINAKANNADA,MANGALORE                                         , ,7259005000,Yes,Yes,Yes,1,0,1,8000,8000,4059,3600,280,8,225,3,State Government Scheme,Static,Complete,Mangalore ,Mangalore,KARNATAKA,MANGALORE Mangalore DAKSHINAKANNADA KARNATAKA,12.9141417,74.8559568
481,1798,8,824,5821,5512,8489,Govt,"Soil Health centre,Davanagere",DAVANAGERE,DAVANAGERE                                        , ,7259005045,Yes,Yes,Yes,1,0,7,8500,8500,8836,8665,280,8,225,3,State Government Scheme,Static,Complete,Davanagere ,Davanagere ,KARNATAKA,DAVANAGERE Davanagere DAVANAGERE KARNATAKA,14.4644085,75.921758
482,148,8,824,5821,5512,8489,KVK,"Taralabalu Krishi Vigyan Kendra, Davanagere",DAVANAGERE,DAVANAGERE                                        ,dvgtkvk@yahoo.com,9449856876,No,No,Yes,1,1,0,1500,0,500,0,0,0,100,100,ICAR,Static,Complete,Davanagere ,Davanagere ,KARNATAKA,DAVANAGERE Davanagere DAVANAGERE KARNATAKA,14.4644085,75.921758
483,1803,8,809,5826,5473,447722,Govt,"Soil Health centre,Dharwad",DHARWAD,DHARWAD                                           , ,7259005134,Yes,Yes,Yes,1,3,6,9000,9000,6333,5811,280,8,225,3,State Government Scheme,Static,Complete,Dharwad ,Dharwad,KARNATAKA,DHARWAD Dharwad DHARWAD KARNATAKA,15.4589236,75.007808
484,109,8,809,5826,5473,447722,KVK,"Soil Testing Laboratory, KVK, Dharwad",DHARWAD,DHARWAD                                           ,pc_kvkd@rediffmail.com,8362444272,No,No,No,1,0,1,1000,0,245,0,0,0,200,200,State Government Scheme,Static,Complete,Dharwad ,Dharwad,KARNATAKA,DHARWAD Dharwad DHARWAD KARNATAKA,15.4589236,75.007808
485,181,8,825,5831,5470,447916,KVK,Soil & Water Testing Lab,GADAG,GADAG                                             ,kvkhulkoti@gmail.com,9448358772,No,No,Yes,1,0,0,1000,0,301,0,0,0,50,50,ICAR ,Static,Complete,Hulkoti,Gadag,KARNATAKA,GADAG Gadag GADAG KARNATAKA,15.4324651,75.6380337
486,1799,8,825,5831,5470,447918,Govt,"Soil Health centre,Gadag",GADAG,GADAG                                             , ,7259005226,Yes,Yes,Yes,1,1,6,6000,6000,4585,4167,280,8,225,3,State Government Scheme,Static,Complete,Gadag ,Gadag,KARNATAKA,GADAG Gadag GADAG KARNATAKA,15.4324651,75.6380337
